name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played
Jordan Bell,CENTER,23,GOLDEN STATE WARRIORS,0,4,30,44,60,147,102,35,56,51,92,262,2018,0.627,57
DeAndre' Bembry,SMALL FORWARD,23,ATLANTA HAWKS,11,30,19,33,8,64,49,21,12,47,38,136,2018,0.414,26
Dragan Bender,POWER FORWARD,20,PHOENIX SUNS,118,322,39,51,40,321,130,22,53,112,166,531,2018,0.386,82
Dāvis Bertāns,POWER FORWARD,25,SAN ANTONIO SPURS,94,252,40,49,18,135,74,26,28,36,93,456,2018,0.44,77
Patrick Beverley,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,24,60,14,17,16,29,32,19,5,25,34,134,2018,0.403,11
Khem Birch,CENTER,25,ORLANDO MAGIC,0,0,42,61,70,110,34,15,21,21,56,178,2018,0.54,42
Jabari Bird,SHOOTING GUARD,23,BOSTON CELTICS,3,7,6,13,6,13,8,3,1,8,7,39,2018,0.577,13
Bismack Biyombo,CENTER,25,ORLANDO MAGIC,0,1,102,157,144,324,66,21,95,84,158,468,2018,0.52,82
Nemanja Bjelica,POWER FORWARD,29,MINNESOTA TIMBERWOLVES,76,183,36,45,53,221,86,50,16,52,141,454,2018,0.461,67
Tarik Black,CENTER,26,HOUSTON ROCKETS,1,11,29,63,63,100,13,21,30,35,107,180,2018,0.591,51
Antonio Blakeney,SHOOTING GUARD,21,CHICAGO BULLS,15,52,30,39,4,29,20,7,1,11,19,151,2018,0.371,19
Eric Bledsoe,POINT GUARD,28,PHOENIX SUNS,4,13,11,14,3,4,9,4,2,10,6,47,2018,0.473,3
Eric Bledsoe,POINT GUARD,28,PHOENIX SUNS,4,13,11,14,3,4,9,4,2,10,6,47,2018,0.4,3
Eric Bledsoe,POINT GUARD,28,PHOENIX SUNS,4,13,11,14,3,4,9,4,2,10,6,47,2018,0.476,3
Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,121,347,241,303,48,229,361,145,40,206,179,1266,2018,0.473,71
Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,121,347,241,303,48,229,361,145,40,206,179,1266,2018,0.4,71
Eric Bledsoe,POINT GUARD,28,MILWAUKEE BUCKS,121,347,241,303,48,229,361,145,40,206,179,1266,2018,0.476,71
Vander Blue,SHOOTING GUARD,25,LOS ANGELES LAKERS,0,2,1,2,0,1,3,1,0,3,2,3,2018,0.2,5
Bogdan Bogdanović,SHOOTING GUARD,25,SACRAMENTO KINGS,129,329,100,119,31,192,258,72,16,125,172,917,2018,0.446,78
Bojan Bogdanović,SMALL FORWARD,28,INDIANA PACERS,155,386,178,205,30,240,119,55,8,106,129,1141,2018,0.474,80
Andrew Bogut,CENTER,33,LOS ANGELES LAKERS,0,0,2,2,26,52,15,4,13,19,40,36,2018,0.68,24
Joel Bolomboy,POWER FORWARD,24,MILWAUKEE BUCKS,0,1,3,6,6,4,0,2,0,2,3,9,2018,0.5,6
Devin Booker,SHOOTING GUARD,21,PHOENIX SUNS,147,384,289,329,26,218,253,47,14,194,168,1346,2018,0.432,54
Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,3,12,24,43,38,81,38,8,5,30,43,181,2018,0.516,18
Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,3,12,24,43,38,81,38,8,5,30,43,181,2018,0.513,18
Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,3,12,24,43,38,81,38,8,5,30,43,181,2018,0.56,18
Trevor Booker,POWER FORWARD,30,BROOKLYN NETS,3,12,24,43,38,81,38,8,5,30,43,181,2018,0.464,18
Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,2,7,32,39,47,75,27,16,11,20,50,156,2018,0.516,33
Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,2,7,32,39,47,75,27,16,11,20,50,156,2018,0.513,33
Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,2,7,32,39,47,75,27,16,11,20,50,156,2018,0.56,33
Trevor Booker,POWER FORWARD,30,PHILADELPHIA 76ERS,2,7,32,39,47,75,27,16,11,20,50,156,2018,0.464,33
Trevor Booker,POWER FORWARD,30,INDIANA PACERS,3,14,10,11,32,45,17,4,5,9,26,91,2018,0.516,17
Trevor Booker,POWER FORWARD,30,INDIANA PACERS,3,14,10,11,32,45,17,4,5,9,26,91,2018,0.513,17
Trevor Booker,POWER FORWARD,30,INDIANA PACERS,3,14,10,11,32,45,17,4,5,9,26,91,2018,0.56,17
Trevor Booker,POWER FORWARD,30,INDIANA PACERS,3,14,10,11,32,45,17,4,5,9,26,91,2018,0.464,17
Chris Boucher,POWER FORWARD,25,GOLDEN STATE WARRIORS,0,1,0,0,0,1,0,0,0,0,0,0,2018,0.0,1
Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,74,194,61,80,19,75,83,46,7,93,80,601,2018,0.414,40
Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,74,194,61,80,19,75,83,46,7,93,80,601,2018,0.409,40
Avery Bradley,SHOOTING GUARD,27,DETROIT PISTONS,74,194,61,80,19,75,83,46,7,93,80,601,2018,0.473,40
Avery Bradley,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,1,9,2,2,3,19,11,5,1,8,12,55,2018,0.414,6
Avery Bradley,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,1,9,2,2,3,19,11,5,1,8,12,55,2018,0.409,6
Avery Bradley,SHOOTING GUARD,27,LOS ANGELES CLIPPERS,1,9,2,2,3,19,11,5,1,8,12,55,2018,0.473,6
Tony Bradley,CENTER,20,UTAH JAZZ,0,1,2,2,4,7,1,0,0,0,1,8,2018,0.273,9
Corey Brewer,SMALL FORWARD,31,LOS ANGELES LAKERS,8,43,34,51,23,70,41,41,8,38,83,198,2018,0.449,54
Corey Brewer,SMALL FORWARD,31,LOS ANGELES LAKERS,8,43,34,51,23,70,41,41,8,38,83,198,2018,0.453,54
Corey Brewer,SMALL FORWARD,31,LOS ANGELES LAKERS,8,43,34,51,23,70,41,41,8,38,83,198,2018,0.444,54
Corey Brewer,SHOOTING GUARD,31,OKLAHOMA CITY THUNDER,23,67,31,39,20,41,24,38,6,11,56,182,2018,0.449,18
Corey Brewer,SHOOTING GUARD,31,OKLAHOMA CITY THUNDER,23,67,31,39,20,41,24,38,6,11,56,182,2018,0.453,18
Corey Brewer,SHOOTING GUARD,31,OKLAHOMA CITY THUNDER,23,67,31,39,20,41,24,38,6,11,56,182,2018,0.444,18
Malcolm Brogdon,POINT GUARD,25,MILWAUKEE BUCKS,62,161,75,85,23,133,152,41,13,66,128,625,2018,0.485,48
Aaron Brooks,POINT GUARD,33,MINNESOTA TIMBERWOLVES,11,31,8,11,7,10,20,6,0,11,28,75,2018,0.406,32
Dillon Brooks,SMALL FORWARD,22,MEMPHIS GRIZZLIES,94,264,124,166,49,208,135,73,17,124,233,898,2018,0.44,82
MarShon Brooks,SHOOTING GUARD,29,MEMPHIS GRIZZLIES,19,32,20,23,8,13,25,11,3,16,6,141,2018,0.5,7
Anthony Brown,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,1,1,0,0,0,0,1,0,0,0,0,3,2018,1.0,1
Bobby Brown,POINT GUARD,33,HOUSTON ROCKETS,11,40,1,2,0,7,11,4,0,9,6,50,2018,0.328,20
Jaylen Brown,SHOOTING GUARD,21,BOSTON CELTICS,121,306,150,233,66,280,114,70,26,124,181,1017,2018,0.465,70
Lorenzo Brown,POINT GUARD,27,TORONTO RAPTORS,2,12,2,2,1,14,13,5,0,3,7,32,2018,0.412,14
Markel Brown,SHOOTING GUARD,26,HOUSTON ROCKETS,1,5,0,0,1,4,2,0,0,2,6,5,2018,0.286,4
Sterling Brown,SHOOTING GUARD,22,MILWAUKEE BUCKS,32,91,21,24,27,116,25,31,13,25,80,217,2018,0.4,54
Nicolás Brussino,SMALL FORWARD,24,ATLANTA HAWKS,0,2,0,0,0,3,0,0,0,0,0,0,2018,0.0,4
Thomas Bryant,CENTER,20,LOS ANGELES LAKERS,1,10,5,9,3,14,6,1,2,2,6,22,2018,0.381,15
Reggie Bullock,SMALL FORWARD,26,DETROIT PISTONS,125,281,39,49,27,127,95,47,13,47,70,698,2018,0.489,62
Trey Burke,POINT GUARD,25,NEW YORK KNICKS,38,105,37,57,13,58,170,24,4,43,43,461,2018,0.503,36
Alec Burks,SHOOTING GUARD,26,UTAH JAZZ,47,142,107,124,19,173,67,37,8,60,75,494,2018,0.411,64
Jimmy Butler,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,70,200,363,425,79,235,288,116,24,108,78,1307,2018,0.474,59
Dwight Buycks,POINT GUARD,28,DETROIT PISTONS,15,45,36,41,12,29,59,19,2,39,39,215,2018,0.414,29
Bruno Caboclo,SMALL FORWARD,22,TORONTO RAPTORS,0,2,0,0,0,1,1,1,0,0,1,0,2018,0.29,2
Bruno Caboclo,SMALL FORWARD,22,TORONTO RAPTORS,0,2,0,0,0,1,1,1,0,0,1,0,2018,0.0,2
Bruno Caboclo,SMALL FORWARD,22,TORONTO RAPTORS,0,2,0,0,0,1,1,1,0,0,1,0,2018,0.31,2
Bruno Caboclo,SMALL FORWARD,22,SACRAMENTO KINGS,3,15,5,6,7,14,3,2,4,4,7,26,2018,0.29,10
Bruno Caboclo,SMALL FORWARD,22,SACRAMENTO KINGS,3,15,5,6,7,14,3,2,4,4,7,26,2018,0.0,10
Bruno Caboclo,SMALL FORWARD,22,SACRAMENTO KINGS,3,15,5,6,7,14,3,2,4,4,7,26,2018,0.31,10
José Calderón,POINT GUARD,36,CLEVELAND CAVALIERS,45,97,24,30,14,70,117,27,2,41,81,255,2018,0.503,57
Kentavious Caldwell-Pope,SHOOTING GUARD,24,LOS ANGELES LAKERS,159,415,153,194,60,327,162,106,16,97,145,992,2018,0.426,74
Isaiah Canaan,SHOOTING GUARD,26,HOUSTON ROCKETS,0,0,0,0,0,1,0,0,0,0,0,0,2018,0.38,1
Isaiah Canaan,SHOOTING GUARD,26,HOUSTON ROCKETS,0,0,0,0,0,1,0,0,0,0,0,0,2018,0.0,1
Isaiah Canaan,SHOOTING GUARD,26,HOUSTON ROCKETS,0,0,0,0,0,1,0,0,0,0,0,0,2018,0.382,1
Isaiah Canaan,POINT GUARD,26,PHOENIX SUNS,22,66,46,51,6,38,76,16,1,29,36,172,2018,0.38,19
Isaiah Canaan,POINT GUARD,26,PHOENIX SUNS,22,66,46,51,6,38,76,16,1,29,36,172,2018,0.0,19
Isaiah Canaan,POINT GUARD,26,PHOENIX SUNS,22,66,46,51,6,38,76,16,1,29,36,172,2018,0.382,19
Clint Capela,CENTER,23,HOUSTON ROCKETS,0,1,144,257,241,561,68,58,137,103,185,1026,2018,0.652,74
DeMarre Carroll,POWER FORWARD,31,BROOKLYN NETS,145,391,188,246,105,374,147,59,30,103,165,983,2018,0.414,73
Vince Carter,SMALL FORWARD,41,SACRAMENTO KINGS,57,165,28,37,18,130,69,42,26,36,96,313,2018,0.403,58
Michael Carter-Williams,POINT GUARD,26,CHARLOTTE HORNETS,14,59,73,89,37,101,116,44,23,52,99,239,2018,0.332,52
Alex Caruso,POINT GUARD,23,LOS ANGELES LAKERS,13,43,21,30,15,50,75,23,10,42,52,134,2018,0.431,37
Omri Casspi,SMALL FORWARD,29,GOLDEN STATE WARRIORS,10,22,50,69,30,170,51,18,19,37,71,300,2018,0.58,53
Willie Cauley-Stein,CENTER,24,SACRAMENTO KINGS,3,12,153,247,131,379,172,77,67,109,185,932,2018,0.502,73
Tyler Cavanaugh,POWER FORWARD,23,ATLANTA HAWKS,32,89,17,21,45,82,27,9,4,14,61,183,2018,0.441,39
Mario Chalmers,POINT GUARD,31,MEMPHIS GRIZZLIES,53,191,118,138,13,144,197,79,14,117,179,507,2018,0.379,66
Tyson Chandler,CENTER,35,PHOENIX SUNS,0,0,58,93,134,284,53,16,27,59,106,300,2018,0.647,46
Wilson Chandler,SMALL FORWARD,30,DENVER NUGGETS,88,246,88,114,102,296,159,43,39,92,156,738,2018,0.445,74
Marquese Chriss,POWER FORWARD,20,PHOENIX SUNS,56,190,96,158,76,319,83,51,70,107,205,556,2018,0.423,72
Ian Clark,SHOOTING GUARD,26,NEW ORLEANS PELICANS,62,195,45,59,10,117,110,33,10,57,120,551,2018,0.448,74
Jordan Clarkson,SHOOTING GUARD,25,LOS ANGELES LAKERS,68,210,105,132,44,115,173,39,3,95,63,771,2018,0.451,53
Jordan Clarkson,SHOOTING GUARD,25,LOS ANGELES LAKERS,68,210,105,132,44,115,173,39,3,95,63,771,2018,0.448,53
Jordan Clarkson,SHOOTING GUARD,25,LOS ANGELES LAKERS,68,210,105,132,44,115,173,39,3,95,63,771,2018,0.456,53
Jordan Clarkson,SHOOTING GUARD,25,CLEVELAND CAVALIERS,44,108,47,58,13,45,48,19,3,32,44,353,2018,0.451,28
Jordan Clarkson,SHOOTING GUARD,25,CLEVELAND CAVALIERS,44,108,47,58,13,45,48,19,3,32,44,353,2018,0.448,28
Jordan Clarkson,SHOOTING GUARD,25,CLEVELAND CAVALIERS,44,108,47,58,13,45,48,19,3,32,44,353,2018,0.456,28
Gian Clavell,SHOOTING GUARD,24,DALLAS MAVERICKS,6,15,2,2,1,6,3,2,0,2,8,20,2018,0.333,7
Antonius Cleveland,SHOOTING GUARD,23,DALLAS MAVERICKS,0,1,2,4,2,8,2,6,4,2,11,10,2018,0.381,13
Antonius Cleveland,SHOOTING GUARD,23,DALLAS MAVERICKS,0,1,2,4,2,8,2,6,4,2,11,10,2018,0.286,13
Antonius Cleveland,SHOOTING GUARD,23,DALLAS MAVERICKS,0,1,2,4,2,8,2,6,4,2,11,10,2018,0.571,13
Antonius Cleveland,SHOOTING GUARD,23,ATLANTA HAWKS,3,3,2,2,1,3,0,1,1,5,12,13,2018,0.381,4
Antonius Cleveland,SHOOTING GUARD,23,ATLANTA HAWKS,3,3,2,2,1,3,0,1,1,5,12,13,2018,0.286,4
Antonius Cleveland,SHOOTING GUARD,23,ATLANTA HAWKS,3,3,2,2,1,3,0,1,1,5,12,13,2018,0.571,4
John Collins,POWER FORWARD,20,ATLANTA HAWKS,16,47,133,186,176,365,98,47,80,105,215,777,2018,0.576,74
Zach Collins,CENTER,20,PORTLAND TRAIL BLAZERS,35,113,27,42,45,176,52,17,31,58,133,292,2018,0.398,66
Kyle Collinsworth,SMALL FORWARD,26,DALLAS MAVERICKS,4,17,21,40,32,75,56,17,9,24,44,101,2018,0.384,32
Darren Collison,POINT GUARD,30,INDIANA PACERS,96,205,127,144,37,141,368,92,15,86,122,855,2018,0.495,69
Nick Collison,POWER FORWARD,37,OKLAHOMA CITY THUNDER,0,0,5,13,7,13,4,0,0,7,7,31,2018,0.684,15
Mike Conley,POINT GUARD,30,MEMPHIS GRIZZLIES,24,77,53,66,0,27,49,12,3,18,24,205,2018,0.381,12
Pat Connaughton,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,74,210,37,44,36,125,91,23,22,43,120,441,2018,0.423,82
Quinn Cook,POINT GUARD,24,GOLDEN STATE WARRIORS,46,104,22,25,10,72,89,12,1,32,59,312,2018,0.484,33
Charles Cooke,SHOOTING GUARD,23,NEW ORLEANS PELICANS,1,8,1,2,0,2,1,1,0,1,0,6,2018,0.143,13
Jack Cooley,POWER FORWARD,26,SACRAMENTO KINGS,0,0,14,19,14,16,6,1,0,3,13,40,2018,0.481,7
Matt Costello,CENTER,24,SAN ANTONIO SPURS,0,0,0,0,1,8,2,2,2,1,7,4,2018,0.5,4
DeMarcus Cousins,CENTER,27,NEW ORLEANS PELICANS,104,294,294,394,105,512,257,79,76,242,183,1210,2018,0.47,48
Robert Covington,SMALL FORWARD,27,PHILADELPHIA 76ERS,203,550,116,136,55,378,156,137,72,126,238,1009,2018,0.413,80
Allen Crabbe,SHOOTING GUARD,25,BROOKLYN NETS,201,532,115,135,28,296,117,47,35,78,168,990,2018,0.407,75
Torrey Craig,SMALL FORWARD,27,DENVER NUGGETS,17,58,22,35,40,87,25,12,15,20,63,163,2018,0.453,39
Jamal Crawford,SHOOTING GUARD,37,MINNESOTA TIMBERWOLVES,104,314,102,113,21,78,185,40,9,95,85,822,2018,0.415,80
Jordan Crawford,SHOOTING GUARD,29,NEW ORLEANS PELICANS,8,14,1,1,2,2,13,1,1,5,7,33,2018,0.444,5
Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,62,189,78,92,41,132,58,41,12,42,124,454,2018,0.404,53
Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,62,189,78,92,41,132,58,41,12,42,124,454,2018,0.418,53
Jae Crowder,SMALL FORWARD,27,CLEVELAND CAVALIERS,62,189,78,92,41,132,58,41,12,42,124,454,2018,0.386,53
Jae Crowder,SMALL FORWARD,27,UTAH JAZZ,48,152,43,56,18,84,41,23,9,32,63,319,2018,0.404,27
Jae Crowder,SMALL FORWARD,27,UTAH JAZZ,48,152,43,56,18,84,41,23,9,32,63,319,2018,0.418,27
Jae Crowder,SMALL FORWARD,27,UTAH JAZZ,48,152,43,56,18,84,41,23,9,32,63,319,2018,0.386,27
Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,35,108,20,36,50,143,26,27,16,16,75,253,2018,0.451,51
Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,35,108,20,36,50,143,26,27,16,16,75,253,2018,0.44,51
Dante Cunningham,SMALL FORWARD,30,NEW ORLEANS PELICANS,35,108,20,36,50,143,26,27,16,16,75,253,2018,0.468,51
Dante Cunningham,SMALL FORWARD,30,BROOKLYN NETS,23,60,11,16,28,77,22,12,14,17,36,164,2018,0.451,22
Dante Cunningham,SMALL FORWARD,30,BROOKLYN NETS,23,60,11,16,28,77,22,12,14,17,36,164,2018,0.44,22
Dante Cunningham,SMALL FORWARD,30,BROOKLYN NETS,23,60,11,16,28,77,22,12,14,17,36,164,2018,0.468,22
Stephen Curry,POINT GUARD,29,GOLDEN STATE WARRIORS,212,501,278,302,36,225,310,80,8,153,114,1346,2018,0.495,51
Troy Daniels,SHOOTING GUARD,26,PHOENIX SUNS,183,458,56,64,12,115,48,26,5,56,137,703,2018,0.403,79
Anthony Davis,POWER FORWARD,24,NEW ORLEANS PELICANS,55,162,495,598,187,645,174,115,193,162,159,2110,2018,0.534,75
Deyonta Davis,CENTER,21,MEMPHIS GRIZZLIES,0,0,38,57,75,175,40,15,39,32,125,360,2018,0.608,62
Ed Davis,CENTER,28,PORTLAND TRAIL BLAZERS,0,1,74,111,183,392,40,32,52,66,188,414,2018,0.582,78
Dewayne Dedmon,CENTER,28,ATLANTA HAWKS,50,141,67,86,100,389,90,40,51,86,162,617,2018,0.524,62
Sam Dekker,POWER FORWARD,23,LOS ANGELES CLIPPERS,10,60,37,56,44,130,38,24,9,33,71,303,2018,0.494,73
Malcolm Delaney,POINT GUARD,28,ATLANTA HAWKS,46,124,74,92,9,91,163,35,6,66,82,338,2018,0.382,54
Matthew Dellavedova,POINT GUARD,27,MILWAUKEE BUCKS,29,78,25,27,14,50,145,14,0,49,67,164,2018,0.362,38
Luol Deng,SMALL FORWARD,32,LOS ANGELES LAKERS,0,0,0,0,0,0,1,1,0,1,0,2,2018,0.5,1
DeMar DeRozan,SHOOTING GUARD,28,TORONTO RAPTORS,89,287,461,559,59,256,417,85,22,175,151,1840,2018,0.456,80
Cheick Diallo,POWER FORWARD,21,NEW ORLEANS PELICANS,0,0,50,66,47,164,19,11,21,28,82,254,2018,0.58,52
Gorgui Dieng,CENTER,28,MINNESOTA TIMBERWOLVES,19,61,79,102,106,254,71,45,39,59,147,470,2018,0.479,79
Spencer Dinwiddie,POINT GUARD,24,BROOKLYN NETS,141,433,218,268,40,219,524,68,23,128,186,1007,2018,0.387,80
Tyler Dorsey,SHOOTING GUARD,21,ATLANTA HAWKS,72,199,45,63,17,113,79,17,5,37,63,405,2018,0.377,56
Damyean Dotson,SHOOTING GUARD,23,NEW YORK KNICKS,22,68,16,23,9,75,31,12,2,17,34,182,2018,0.447,44
Milton Doyle,SHOOTING GUARD,24,BROOKLYN NETS,4,23,4,8,3,15,10,6,2,2,13,34,2018,0.277,10
PJ Dozier,POINT GUARD,21,OKLAHOMA CITY THUNDER,0,0,0,0,0,1,0,0,0,1,1,2,2018,0.5,2
Goran Dragić,POINT GUARD,31,MIAMI HEAT,111,300,217,271,54,252,359,63,12,166,180,1296,2018,0.45,75
Larry Drew II,POINT GUARD,27,PHILADELPHIA 76ERS,0,3,0,0,1,0,2,0,0,1,2,2,2018,0.292,3
Larry Drew II,POINT GUARD,27,PHILADELPHIA 76ERS,0,3,0,0,1,0,2,0,0,1,2,2,2018,0.143,3
Larry Drew II,POINT GUARD,27,PHILADELPHIA 76ERS,0,3,0,0,1,0,2,0,0,1,2,2,2018,0.353,3
Larry Drew II,POINT GUARD,27,NEW ORLEANS PELICANS,3,6,0,0,2,0,8,0,0,2,4,15,2018,0.292,7
Larry Drew II,POINT GUARD,27,NEW ORLEANS PELICANS,3,6,0,0,2,0,8,0,0,2,4,15,2018,0.143,7
Larry Drew II,POINT GUARD,27,NEW ORLEANS PELICANS,3,6,0,0,2,0,8,0,0,2,4,15,2018,0.353,7
Andre Drummond,CENTER,24,DETROIT PISTONS,0,11,239,395,399,848,237,114,127,200,250,1171,2018,0.529,78
Jared Dudley,POWER FORWARD,32,PHOENIX SUNS,29,80,27,35,8,86,78,24,11,28,85,152,2018,0.393,48
Kris Dunn,POINT GUARD,23,CHICAGO BULLS,43,134,84,114,24,197,310,104,27,150,174,699,2018,0.429,52
Kevin Durant,SMALL FORWARD,29,GOLDEN STATE WARRIORS,173,413,359,404,31,433,366,50,119,207,133,1792,2018,0.516,68
Jarell Eddie,SMALL FORWARD,26,BOSTON CELTICS,0,1,0,0,0,1,0,1,0,0,0,0,2018,0.0,2
Jarell Eddie,SMALL FORWARD,26,BOSTON CELTICS,0,1,0,0,0,1,0,1,0,0,0,0,2018,0.0,2
Jarell Eddie,SMALL FORWARD,26,BOSTON CELTICS,0,1,0,0,0,1,0,1,0,0,0,0,2018,0.0,2
Jarell Eddie,SMALL FORWARD,26,CHICAGO BULLS,0,1,0,0,0,0,0,0,0,0,0,0,2018,0.0,1
Jarell Eddie,SMALL FORWARD,26,CHICAGO BULLS,0,1,0,0,0,0,0,0,0,0,0,0,2018,0.0,1
Jarell Eddie,SMALL FORWARD,26,CHICAGO BULLS,0,1,0,0,0,0,0,0,0,0,0,0,2018,0.0,1
Henry Ellenson,POWER FORWARD,21,DETROIT PISTONS,20,60,25,29,10,71,20,5,0,18,22,151,2018,0.363,38
Wayne Ellington,SHOOTING GUARD,30,MIAMI HEAT,227,579,67,78,23,195,79,53,8,52,94,864,2018,0.407,77
Joel Embiid,CENTER,23,PHILADELPHIA 76ERS,66,214,359,467,143,547,199,40,111,234,209,1445,2018,0.483,63
James Ennis III,SMALL FORWARD,27,MEMPHIS GRIZZLIES,30,84,64,73,53,104,49,32,12,38,81,310,2018,0.474,45
James Ennis III,SMALL FORWARD,27,MEMPHIS GRIZZLIES,30,84,64,73,53,104,49,32,12,38,81,310,2018,0.486,45
James Ennis III,SMALL FORWARD,27,MEMPHIS GRIZZLIES,30,84,64,73,53,104,49,32,12,38,81,310,2018,0.457,45
James Ennis III,SMALL FORWARD,27,DETROIT PISTONS,21,69,33,43,20,47,22,15,6,18,53,202,2018,0.474,27
James Ennis III,SMALL FORWARD,27,DETROIT PISTONS,21,69,33,43,20,47,22,15,6,18,53,202,2018,0.486,27
James Ennis III,SMALL FORWARD,27,DETROIT PISTONS,21,69,33,43,20,47,22,15,6,18,53,202,2018,0.457,27
Tyler Ennis,POINT GUARD,23,LOS ANGELES LAKERS,14,56,22,29,19,76,105,30,10,38,75,224,2018,0.42,54
Jawun Evans,POINT GUARD,21,LOS ANGELES CLIPPERS,15,54,38,49,9,75,100,36,6,44,97,231,2018,0.352,48
Jeremy Evans,SMALL FORWARD,30,ATLANTA HAWKS,0,0,0,0,1,0,0,0,0,1,1,2,2018,1.0,1
Tyreke Evans,POINT GUARD,28,MEMPHIS GRIZZLIES,114,286,164,209,44,221,269,57,17,117,96,1010,2018,0.452,52
Dante Exum,POINT GUARD,22,UTAH JAZZ,5,18,25,31,4,22,43,8,3,20,20,114,2018,0.483,14
Kenneth Faried,POWER FORWARD,28,DENVER NUGGETS,0,1,36,51,68,85,18,12,13,23,51,188,2018,0.514,32
Derrick Favors,CENTER,26,UTAH JAZZ,14,63,140,215,198,354,102,54,82,88,164,944,2018,0.563,77
Kay Felder,POINT GUARD,22,CHICAGO BULLS,4,18,11,12,1,13,20,3,1,15,11,55,2018,0.3,14
Kay Felder,POINT GUARD,22,CHICAGO BULLS,4,18,11,12,1,13,20,3,1,15,11,55,2018,0.303,14
Kay Felder,POINT GUARD,22,CHICAGO BULLS,4,18,11,12,1,13,20,3,1,15,11,55,2018,0.25,14
Kay Felder,POINT GUARD,22,DETROIT PISTONS,0,1,0,0,2,2,0,0,0,1,0,2,2018,0.3,2
Kay Felder,POINT GUARD,22,DETROIT PISTONS,0,1,0,0,2,2,0,0,0,1,0,2,2018,0.303,2
Kay Felder,POINT GUARD,22,DETROIT PISTONS,0,1,0,0,2,2,0,0,0,1,0,2,2018,0.25,2
Cristiano Felício,CENTER,25,CHICAGO BULLS,0,2,54,81,83,150,55,16,11,54,104,308,2018,0.591,55
Raymond Felton,POINT GUARD,33,OKLAHOMA CITY THUNDER,81,230,36,44,25,131,203,49,16,76,91,565,2018,0.406,82
Terrance Ferguson,SHOOTING GUARD,19,OKLAHOMA CITY THUNDER,40,120,9,10,19,28,19,24,10,11,83,189,2018,0.414,61
Yogi Ferrell,SHOOTING GUARD,24,DALLAS MAVERICKS,134,359,82,103,26,223,201,64,9,78,153,838,2018,0.426,82
Dorian Finney-Smith,POWER FORWARD,24,DALLAS MAVERICKS,20,67,11,15,22,53,26,10,4,21,43,123,2018,0.38,21
Bryn Forbes,SHOOTING GUARD,24,SAN ANTONIO SPURS,89,228,48,72,12,98,80,28,2,37,108,555,2018,0.421,80
Evan Fournier,SMALL FORWARD,25,ORLANDO MAGIC,127,335,150,173,23,157,165,47,16,95,138,1013,2018,0.459,57
De'Aaron Fox,POINT GUARD,20,SACRAMENTO KINGS,47,153,141,195,33,171,320,70,20,173,163,844,2018,0.412,73
Tim Frazier,POINT GUARD,27,WASHINGTON WIZARDS,17,56,23,30,18,97,194,47,7,57,97,176,2018,0.395,59
Enes Freedom,CENTER,25,NEW YORK KNICKS,0,2,156,184,273,507,105,36,37,122,187,1000,2018,0.592,71
Channing Frye,CENTER,34,CLEVELAND CAVALIERS,30,90,14,15,10,100,28,17,12,17,54,212,2018,0.491,44
Channing Frye,CENTER,34,CLEVELAND CAVALIERS,30,90,14,15,10,100,28,17,12,17,54,212,2018,0.497,44
Channing Frye,CENTER,34,CLEVELAND CAVALIERS,30,90,14,15,10,100,28,17,12,17,54,212,2018,0.465,44
Channing Frye,CENTER,34,LOS ANGELES LAKERS,9,25,3,4,2,23,10,1,1,4,15,52,2018,0.491,9
Channing Frye,CENTER,34,LOS ANGELES LAKERS,9,25,3,4,2,23,10,1,1,4,15,52,2018,0.497,9
Channing Frye,CENTER,34,LOS ANGELES LAKERS,9,25,3,4,2,23,10,1,1,4,15,52,2018,0.465,9
Markelle Fultz,SHOOTING GUARD,19,PHILADELPHIA 76ERS,0,1,10,21,11,32,53,12,4,17,22,100,2018,0.405,14
Danilo Gallinari,SMALL FORWARD,29,LOS ANGELES CLIPPERS,36,111,81,87,9,92,41,12,10,26,30,321,2018,0.398,21
