name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Enes Freedom,CENTER,26,PORTLAND TRAIL BLAZERS,3,12,50,68,86,112,32,14,9,39,61,301,2019,0.577,23,WC,1.391304347826087,0.8205128205128205
Channing Frye,CENTER,35,CLEVELAND CAVALIERS,32,79,11,14,4,48,20,6,5,13,44,129,2019,0.368,36,EC,0.5555555555555556,1.5384615384615385
Markelle Fultz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,4,14,21,37,26,44,59,17,5,25,52,155,2019,0.419,19,EC,3.1052631578947367,2.36
Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,161,372,367,406,54,363,178,49,23,99,129,1346,2019,0.463,68,Unknown,2.6176470588235294,1.797979797979798
Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,135,380,81,96,49,122,85,37,8,24,135,672,2019,0.388,80,EC,1.0625,3.5416666666666665
Billy Garrett,SHOOTING GUARD,24,NEW YORK KNICKS,0,8,4,4,0,3,7,1,1,2,3,26,2019,0.407,4,EC,1.75,3.5
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.448,53,WC,4.679245283018868,2.0840336134453783
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.444,53,WC,4.679245283018868,2.0840336134453783
Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,76,221,152,201,56,399,248,60,63,119,147,834,2019,0.465,53,WC,4.679245283018868,2.0840336134453783
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.448,26,EC,3.8846153846153846,2.8055555555555554
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.444,26,EC,3.8846153846153846,2.8055555555555554
Marc Gasol,CENTER,34,TORONTO RAPTORS,23,52,40,52,24,148,101,24,23,36,70,237,2019,0.465,26,EC,3.8846153846153846,2.8055555555555554
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.447,27,WC,1.8518518518518519,3.5714285714285716
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.466,27,WC,1.8518518518518519,3.5714285714285716
Pau Gasol,CENTER,38,SAN ANTONIO SPURS,5,10,27,38,22,105,50,5,14,14,28,114,2019,0.167,27,WC,1.8518518518518519,3.5714285714285716
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.447,3,EC,0.6666666666666666,1.0
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.466,3,EC,0.6666666666666666,1.0
Pau Gasol,CENTER,38,MILWAUKEE BUCKS,1,3,1,2,0,10,2,0,1,2,1,4,2019,0.167,3,EC,0.6666666666666666,1.0
Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,74,184,120,147,63,407,182,54,34,114,159,946,2019,0.504,69,WC,2.63768115942029,1.5964912280701755
Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,292,757,453,540,105,523,318,170,34,205,214,2159,2019,0.438,77,WC,4.12987012987013,1.551219512195122
Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,11,34,134,177,172,286,84,53,39,73,186,753,2019,0.566,70,WC,1.2,1.1506849315068493
Harry Giles,POWER FORWARD,20,SACRAMENTO KINGS,0,6,58,91,66,156,85,31,22,73,150,408,2019,0.503,58,WC,1.4655172413793103,1.1643835616438356
Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,51,139,156,195,57,175,270,96,45,141,175,889,2019,0.476,82,Unknown,3.292682926829268,1.9148936170212767
Rudy Gobert,CENTER,26,UTAH JAZZ,0,0,332,522,309,732,161,66,187,130,231,1284,2019,0.669,81,WC,1.9876543209876543,1.2384615384615385
Brandon Goodwin,POINT GUARD,23,DENVER NUGGETS,2,6,9,11,1,2,14,0,0,3,7,23,2019,0.261,16,WC,0.875,4.666666666666667
Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,121,347,185,253,129,445,289,57,56,162,172,1246,2019,0.449,78,EC,3.7051282051282053,1.7839506172839505
Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,216,600,119,152,17,131,129,41,27,90,143,1103,2019,0.409,68,WC,1.8970588235294117,1.4333333333333333
